group,indicator,ioc_type,first_seen,last_seen,source,description,raw_record,ttps
AiLock,3c7c91cd4dc336db8082e07ab7549556f05d80acbc778afc2dade67c02002f69,sha256,,,ransomware.live,,"{""group"": ""AiLock"", ""indicator"": ""3c7c91cd4dc336db8082e07ab7549556f05d80acbc778afc2dade67c02002f69"", ""ioc_type"": ""sha256""}",
AiLock,2a728d98ae8280efeaa674783181f3fa,md5,,,ransomware.live,,"{""group"": ""AiLock"", ""indicator"": ""2a728d98ae8280efeaa674783181f3fa"", ""ioc_type"": ""md5""}",
akira,78d75669390e4177597faf9271ce3ad3a16a3652e145913dbfa9a5951972fcb0,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""78d75669390e4177597faf9271ce3ad3a16a3652e145913dbfa9a5951972fcb0"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,2c7aeac07ce7f03b74952e0e243bd52f2bfa60fadc92dd71a6a1fee2d14cdd77,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""2c7aeac07ce7f03b74952e0e243bd52f2bfa60fadc92dd71a6a1fee2d14cdd77"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,88da2b1cee373d5f11949c1ade22af0badf16591a871978a9e02f70480e547b2,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""88da2b1cee373d5f11949c1ade22af0badf16591a871978a9e02f70480e547b2"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,566ef5484da0a93c87dd0cb0a950a7cff4ab013175289cd5fccf9dd7ea430739,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""566ef5484da0a93c87dd0cb0a950a7cff4ab013175289cd5fccf9dd7ea430739"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,ccda8247360a85b6c076527e438a995757b6cdf5530f38e125915d31291c00d5,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""ccda8247360a85b6c076527e438a995757b6cdf5530f38e125915d31291c00d5"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,87b4020bcd3fad1f5711e6801ca269ef5852256eeaf350f4dde2dc46c576262d,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""87b4020bcd3fad1f5711e6801ca269ef5852256eeaf350f4dde2dc46c576262d"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,988776358d0e45a4907dc1f4906a916f1b3595a31fa44d8e04e563a32557eb42,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""988776358d0e45a4907dc1f4906a916f1b3595a31fa44d8e04e563a32557eb42"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,3805f299d33ef43d17a5a1040149f0e5e2d5db57ec6f03c5687ac23db1f77a30,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""3805f299d33ef43d17a5a1040149f0e5e2d5db57ec6f03c5687ac23db1f77a30"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,abba655df92e99a15ddcde1d196ff4393a13dbff293e45f5375a2f61c84a2c7b,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""abba655df92e99a15ddcde1d196ff4393a13dbff293e45f5375a2f61c84a2c7b"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,a546ef13e8a71a8b5f0803075382eb0311d0d8dbae3f08bac0b2f4250af8add0,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""a546ef13e8a71a8b5f0803075382eb0311d0d8dbae3f08bac0b2f4250af8add0"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,6005dcbe15d60293c556f05e98ed9a46d398a82e5ca4d00c91ebec68a209ea84,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""6005dcbe15d60293c556f05e98ed9a46d398a82e5ca4d00c91ebec68a209ea84"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,43c5a487329f5d6b4a6d02e2f8ef62744b850312c5cb87c0a414f3830767be72,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""43c5a487329f5d6b4a6d02e2f8ef62744b850312c5cb87c0a414f3830767be72"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,8e9a33809b9062c5033928f82e8adacbef6cd7b40e73da9fcf13ec2493b4544c,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""8e9a33809b9062c5033928f82e8adacbef6cd7b40e73da9fcf13ec2493b4544c"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bcae978c17bcddc0bf6419ae978e3471197801c36f73cff2fc88cecbe3d88d1a,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bcae978c17bcddc0bf6419ae978e3471197801c36f73cff2fc88cecbe3d88d1a"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,678ec8734367c7547794a604cc65e74a0f42320d85a6dce20c214e3b4536bb33,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""678ec8734367c7547794a604cc65e74a0f42320d85a6dce20c214e3b4536bb33"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,6cadab96185dbe6f3a7b95cf2f97d6ac395785607baa6ed7bf363deeb59cc360,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""6cadab96185dbe6f3a7b95cf2f97d6ac395785607baa6ed7bf363deeb59cc360"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,3c92bfc71004340ebc00146ced294bc94f49f6a5e212016ac05e7d10fcb3312c,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""3c92bfc71004340ebc00146ced294bc94f49f6a5e212016ac05e7d10fcb3312c"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,1b6af2fbbc636180dd7bae825486ccc45e42aefbb304d5f83fafca4d637c13cc,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""1b6af2fbbc636180dd7bae825486ccc45e42aefbb304d5f83fafca4d637c13cc"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,5c62626731856fb5e669473b39ac3deb0052b32981863f8cf697ae01c80512e5,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""5c62626731856fb5e669473b39ac3deb0052b32981863f8cf697ae01c80512e5"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,dfe6fddc67bdc93b9947430b966da2877fda094edf3e21e6f0ba98a84bc53198,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""dfe6fddc67bdc93b9947430b966da2877fda094edf3e21e6f0ba98a84bc53198"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,28cea00267fa30fb63e80a3c3b193bd9cd2a3d46dd9ae6cede5f932ac15c7e2e,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""28cea00267fa30fb63e80a3c3b193bd9cd2a3d46dd9ae6cede5f932ac15c7e2e"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,a6b0847cf31ccc3f76538333498f8fef79d444a9d4ecfca0592861cf731ae6cb,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""a6b0847cf31ccc3f76538333498f8fef79d444a9d4ecfca0592861cf731ae6cb"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,b55fbe9358dd4b5825ce459e84cd0823ecdf7b64550fe1af968306047b7de5c9,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""b55fbe9358dd4b5825ce459e84cd0823ecdf7b64550fe1af968306047b7de5c9"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,c9c94ac5e1991a7db42c7973e328fceeb6f163d9f644031bdfd4123c7b3898b0,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""c9c94ac5e1991a7db42c7973e328fceeb6f163d9f644031bdfd4123c7b3898b0"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,0c0e0f9b09b80d87ebc88e2870907b6cacb4cd7703584baf8f2be1fd9438696d,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""0c0e0f9b09b80d87ebc88e2870907b6cacb4cd7703584baf8f2be1fd9438696d"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,95477703e789e6182096a09bc98853e0a70b680a4f19fa2bf86cbb9280e8ec5a,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""95477703e789e6182096a09bc98853e0a70b680a4f19fa2bf86cbb9280e8ec5a"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,e3fa93dad8fb8c3a6d9b35d02ce97c22035b409e0efc9f04372f4c1d6280a481,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""e3fa93dad8fb8c3a6d9b35d02ce97c22035b409e0efc9f04372f4c1d6280a481"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,68d5944d0419bd123add4e628c985f9cbe5362ee19597773baea565bff1a6f1a,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""68d5944d0419bd123add4e628c985f9cbe5362ee19597773baea565bff1a6f1a"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,8816caf03438cd45d7559961bf36a26f26464bab7a6339ce655b7fbad68bb439,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""8816caf03438cd45d7559961bf36a26f26464bab7a6339ce655b7fbad68bb439"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,c0c0b2306d31e8962973a22e50b18dfde852c6ddf99baf849e3384ed9f07a0d6,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""c0c0b2306d31e8962973a22e50b18dfde852c6ddf99baf849e3384ed9f07a0d6"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,7f731cc11f8e4d249142e99a44b9da7a48505ce32c4ee4881041beeddb3760be,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""7f731cc11f8e4d249142e99a44b9da7a48505ce32c4ee4881041beeddb3760be"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,2f629395fdfa11e713ea8bf11d40f6f240acf2f5fcf9a2ac50b6f7fbc7521c83,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""2f629395fdfa11e713ea8bf11d40f6f240acf2f5fcf9a2ac50b6f7fbc7521c83"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,9f393516edf6b8e011df6ee991758480c5b99a0efbfd68347786061f0e04426c,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""9f393516edf6b8e011df6ee991758480c5b99a0efbfd68347786061f0e04426c"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,9585af44c3ff8fd921c713680b0c2b3bbc9d56add848ed62164f7c9b9f23d065,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""9585af44c3ff8fd921c713680b0c2b3bbc9d56add848ed62164f7c9b9f23d065"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,131da83b521f610819141d5c740313ce46578374abb22ef504a7593955a65f07,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""131da83b521f610819141d5c740313ce46578374abb22ef504a7593955a65f07"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,3298d203c2acb68c474e5fdad8379181890b4403d6491c523c13730129be3f75,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""3298d203c2acb68c474e5fdad8379181890b4403d6491c523c13730129be3f75"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,0ee1d284ed663073872012c7bde7fac5ca1121403f1a5d2d5411317df282796c,sha256,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""0ee1d284ed663073872012c7bde7fac5ca1121403f1a5d2d5411317df282796c"", ""ioc_type"": ""sha256""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1qr0txunr259we37wer7w6et33qyq0n6hv83pw24,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1qr0txunr259we37wer7w6et33qyq0n6hv83pw24"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1q6dqe4esmqejmxhpj95qadv0j4clsqcxxp4cd94,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1q6dqe4esmqejmxhpj95qadv0j4clsqcxxp4cd94"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1qandfxc4knaf943njca77edl9mmegzs83tv8lpx,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1qandfxc4knaf943njca77edl9mmegzs83tv8lpx"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1qr0pqfghr9cksfc5arr2rak3lt2y50v03pc76nh,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1qr0pqfghr9cksfc5arr2rak3lt2y50v03pc76nh"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1qpwwtck0zhzrj56fxeayz6wz5546nlp607qzpvh,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1qpwwtck0zhzrj56fxeayz6wz5546nlp607qzpvh"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1qghj85gz0dkr9jeucana3z4xu50ujtllj50rvj0,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1qghj85gz0dkr9jeucana3z4xu50ujtllj50rvj0"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,bc1qcnw5v94y40ast06eatgalnjpluu2p067qewh46,btc,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""bc1qcnw5v94y40ast06eatgalnjpluu2p067qewh46"", ""ioc_type"": ""btc""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,083740c55d0a459674457b8551ed9c6a,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""083740c55d0a459674457b8551ed9c6a"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,1a7df536c3bb676a6f90af5b3bea5302,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""1a7df536c3bb676a6f90af5b3bea5302"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,4d43e35962c8c7fdca5f64da8f561f5a,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""4d43e35962c8c7fdca5f64da8f561f5a"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,f17b6cdcbac9462f01da65bd4f8636db,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""f17b6cdcbac9462f01da65bd4f8636db"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,27182f9017d8e4212fbc32e954e19d37,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""27182f9017d8e4212fbc32e954e19d37"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,ab359be0ab33876eb32325706e43f0c1,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""ab359be0ab33876eb32325706e43f0c1"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,1d895cf4391b817e54fb9ec9d8e65f7e,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""1d895cf4391b817e54fb9ec9d8e65f7e"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,03b9887dee2c3c825b6a6c0df1d104ad,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""03b9887dee2c3c825b6a6c0df1d104ad"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,4d79fb750955ec8702cb79cfdb36e66b,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""4d79fb750955ec8702cb79cfdb36e66b"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,c387b2eb96bb137cdd54220d920edce9,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""c387b2eb96bb137cdd54220d920edce9"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,be1f993b1d26e6baa3c8f7dc0cb63472,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""be1f993b1d26e6baa3c8f7dc0cb63472"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,28a72219951ce207601e120c9d590d47,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""28a72219951ce207601e120c9d590d47"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,39a14bfc65e6f5e13fc2817206a39cad,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""39a14bfc65e6f5e13fc2817206a39cad"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,977452c8332167f83a417b079169ac8a,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""977452c8332167f83a417b079169ac8a"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
akira,e72e0069e1fb4328e2704bda97fb4a40,md5,,,ransomware.live,,"{""group"": ""akira"", ""indicator"": ""e72e0069e1fb4328e2704bda97fb4a40"", ""ioc_type"": ""md5""}",T1003.001; T1018; T1021.001; T1047; T1059; T1059.001; T1059.002; T1059.003; T1078.002; T1082; T1112; T1136.001; T1136.002; T1486; T1490; T1560.001; T1562.001; T1570; TA0004; TA0007
